"","Group_1","compdist_90","CDDIST","ADDIST","SDDIST","compdist_any"
"3341","3550090B",0,25,36,17,1
"3342","3550091A",0,25,36,17,1
"3343","3550092A",0,25,36,17,1
"3344","3550093A",0,25,36,17,1
"3345","3550094A",0,25,36,17,1
"3346","3550095A",0,25,36,17,1
"3347","3550096A",0,25,36,17,1
"3348","3550097A",0,25,36,17,1
"3349","3550098A",0,25,36,17,1
"3350","3550100C",0,25,36,17,1
"3351","3550102A",0,25,36,17,1
"3352","3550104A",0,25,36,17,1
"3353","3550104B",0,25,36,17,1
"3354","3550105A",0,25,36,17,1
"3355","3550107A",0,25,36,17,1
"3356","3650001A",0,36,51,25,1
"3357","3650002A",0,36,51,25,1
"3358","3650003A",0,36,51,25,1
"3359","3650004A",0,36,51,25,1
"3360","3650005A",0,36,51,25,1
"3361","3650006A",0,36,51,25,1
"3362","3650007A",0,36,51,25,1
"3363","3650008A",0,36,51,25,1
"3364","3650009A",0,36,51,25,1
"3365","3650010A",0,36,51,25,1
"3366","3650012A",0,36,51,25,1
"3367","3650014A",0,36,51,25,1
"3368","3650015A",0,36,51,25,1
"3369","3650016A",0,36,51,25,1
"3370","3650018A",0,36,51,25,1
"3371","3650030A",0,36,51,25,1
"3372","3670030A",0,35,51,25,1
"3373","3670031A",0,35,51,25,1
"3374","3670032A",0,35,51,25,1
"3375","3670033A",0,35,51,25,1
"3376","3670034A",0,35,51,25,1
"3377","3700040A",0,25,36,17,1
"3378","3700042A",0,25,36,17,1
"3379","3700043B",0,25,36,17,1
"3380","3700044B",0,25,36,17,1
"3381","3700046A",0,25,36,17,1
"3382","3700201A",0,25,36,17,1
"3383","3750225A",0,25,36,17,1
"3384","3850019B",0,38,52,25,1
"3385","3990001A",0,37,52,25,1
"3386","3990003A",0,37,52,25,1
"3387","3990005A",0,37,52,25,1
"3388","3990006B",0,37,52,25,1
"3389","3990009A",0,37,52,25,1
"3390","3990015A",0,37,52,25,1
"3391","3990016A",0,37,52,25,1
"3392","3990018A",0,37,52,25,1
"3393","3990019A",0,37,52,25,1
"3394","3990023A",0,37,52,25,1
"3395","3990024A",0,37,52,25,1
"3396","3990028A",0,37,52,25,1
"3397","3990030B",0,37,52,25,1
"3398","3990031A",0,37,52,25,1
"3399","3990033A",0,37,52,25,1
"3400","3990044A",0,37,52,25,1
"3401","3990061A",0,37,52,25,1
"3402","3990062A",0,37,52,25,1
"3403","3990063A",0,37,52,25,1
"3404","3990064A",0,37,52,25,1
"3405","3990065A",0,37,52,25,1
"3406","4050002A",0,24,41,23,1
"3407","4050003A",0,24,41,23,1
"3408","4050004A",0,24,41,23,1
"3409","4050014A",0,24,41,23,1
"3410","4050051A",0,24,41,23,1
"3411","4050056A",0,24,41,23,1
"3412","4050057A",0,24,41,23,1
"3413","4050059A",0,24,41,23,1
"3414","4050060A",0,24,41,23,1
"3415","4050061A",0,24,41,23,1
"3416","4050062A",0,24,41,23,1
"3417","4050063A",0,24,41,23,1
"3418","4050064A",0,24,41,23,1
"3419","4050208A",0,24,41,23,1
"3420","4050227A",0,24,41,23,1
"3421","4060001A",0,24,41,23,1
"3422","4060003A",0,24,41,23,1
"3423","4060004A",0,24,41,23,1
"3424","4060005B",0,24,41,23,1
"3425","4060012A",0,24,41,23,1
"3426","4500023B",0,31,49,24,1
"3427","4500053A",0,31,49,24,1
"3428","4610017A",0,27,44,21,1
"3429","4610022A",0,27,44,21,1
"3430","4610025A",0,27,44,21,1
"3431","4610032A",0,27,44,21,1
"3432","4650001A",0,25,36,17,1
"3433","5000001A",0,25,36,17,1
"3434","5000002A",0,25,36,17,1
"3435","5000003B",0,25,36,17,1
"3436","5000004A",0,25,36,17,1
"3437","5000005A",0,25,36,17,1
"3438","5000006A",0,25,36,17,1
"3439","5000007A",0,25,36,17,1
"3440","5000008A",0,25,36,17,1
"3441","5000009A",0,25,36,17,1
"3442","5000010A",0,25,36,17,1
"3443","5000011A",0,25,36,17,1
"3444","5000012A",0,25,36,17,1
"3445","5000020A",0,25,36,17,1
"3446","5000028A",0,25,36,17,1
"3447","5000040A",0,25,36,17,1
"3448","5000041A",0,25,36,17,1
"3449","5000044A",0,25,36,17,1
"3450","5000045A",0,25,36,17,1
"3451","5000045B",0,25,36,17,1
"3452","5000046A",0,25,36,17,1
"3453","5000047A",0,25,36,17,1
"3454","5000048A",0,25,36,17,1
"3455","5000051A",0,25,36,17,1
"3456","5000053A",0,25,36,17,1
"3457","5000055A",0,25,36,17,1
"3458","5000056A",0,25,36,17,1
"3459","5000058A",0,25,36,17,1
"3460","5000063A",0,25,36,17,1
"3461","5000064A",0,25,36,17,1
"3462","5000066A",0,25,36,17,1
"3463","5000070C",0,25,36,17,1
"3464","5000071B",0,25,36,17,1
"3465","5000072A",0,25,36,17,1
"3466","5000075A",0,25,36,17,1
"3467","5000078A",0,25,36,17,1
"3468","5000079A",0,25,36,17,1
"3469","5000080A",0,25,36,17,1
"3470","5000081A",0,25,36,17,1
"3471","5000082A",0,25,36,17,1
"3472","5000084A",0,25,36,17,1
"3473","5000085A",0,25,36,17,1
"3474","5000086A",0,25,36,17,1
"3475","5000088A",0,25,36,17,1
"3476","5000089A",0,25,36,17,1
"3477","5000092A",0,25,36,17,1
"3478","5000093A",0,25,36,17,1
"3479","5100001B",0,38,52,25,1
"3480","5100053A",0,38,52,25,1
"3481","5150001A",0,27,44,21,1
"3482","5150002A",0,27,44,21,1
"3483","5150004A",0,27,44,21,1
"3484","5150005A",0,27,44,21,1
"3485","5150006A",0,27,44,21,1
"3486","5150007A",0,27,44,21,1
"3487","5150008A",0,27,44,21,1
"3488","5150009A",0,27,44,21,1
"3489","5150011B",0,27,44,21,1
"3490","5150012A",0,27,44,21,1
"3491","5150013A",0,27,44,21,1
"3492","5150014A",0,27,44,21,1
"3493","5150016A",0,27,44,21,1
"3494","5150017A",0,27,44,21,1
"3495","5150021A",0,27,44,21,1
"3496","5150023A",0,27,44,21,1
"3497","5150024A",0,27,44,21,1
"3498","5150025A",0,27,44,21,1
"3499","5150034A",0,27,44,21,1
"3500","5150035A",0,27,44,21,1
"3501","5150036A",0,27,44,21,1
"3502","5150038A",0,27,44,21,1
"3503","5150040A",0,27,44,21,1
"3504","5150041A",0,27,44,21,1
"3505","5150042A",0,27,44,21,1
"3506","5150043A",0,27,44,21,1
"3507","5150045A",0,27,44,21,1
"3508","5150046A",0,27,44,21,1
"3509","5150052A",0,27,44,21,1
"3510","5150053A",0,27,44,21,1
"3511","5150054A",0,27,44,21,1
"3512","5150057A",0,27,44,21,1
"3513","5150058A",0,27,44,21,1
"3514","5150065A",0,27,44,21,1
"3515","5150066A",0,27,44,21,1
"3516","5150068A",0,27,44,21,1
"3517","5150069A",0,27,44,21,1
"3518","5150070A",0,27,44,21,1
"3519","5150071A",0,27,44,21,1
"3520","5150072A",0,27,44,21,1
"3521","5150074A",0,27,44,21,1
"3522","5150075A",0,27,44,21,1
"3523","5150076A",0,27,44,21,1
"3524","5150078A",0,27,44,21,1
"3525","5150079A",0,27,44,21,1
"3526","5150080A",0,27,44,21,1
"3527","5150084A",0,28,44,21,1
"3528","5150086A",0,28,44,21,1
"3529","5150087A",0,28,44,21,1
"3530","5150089A",0,28,44,21,1
"3531","5150090A",0,28,44,21,1
"3532","5150091A",0,28,44,21,1
"3533","5150092A",0,27,44,21,1
"3534","5150093A",0,27,44,21,1
"3535","5150094A",0,27,44,21,1
"3536","5150095A",0,27,44,21,1
"3537","5150096A",0,27,44,21,1
"3538","5150097A",0,27,44,21,1
"3539","5150102A",0,27,44,21,1
"3540","5150103A",0,27,44,21,1
"3541","5150104A",0,27,44,21,1
"3542","5150106A",0,27,44,21,1
"3543","5150108A",0,27,44,21,1
"3544","5150109A",0,27,44,21,1
"3545","5150110A",0,27,44,21,1
"3546","5150112A",0,27,44,21,1
"3547","5150114A",0,27,44,21,1
"3548","5150116A",0,27,44,21,1
"3549","5150118A",0,27,44,21,1
"3550","5150119A",0,27,44,21,1
"3551","5150120A",0,27,44,21,1
"3552","5150121A",0,27,44,21,1
"3553","5150122A",0,27,44,21,1
"3554","5150128A",0,27,44,21,1
"3555","5150130A",0,27,44,21,1
"3556","5150139A",0,27,44,21,1
"3557","5150147A",0,27,44,21,1
"3558","5150156A",0,27,44,21,1
"3559","5150164A",0,27,44,21,1
"3560","5150166A",0,27,44,21,1
"3561","5150167A",0,27,44,21,1
"3562","5150180A",0,27,44,21,1
"3563","5150181A",0,27,44,21,1
"3564","5150183A",0,27,44,21,1
"3565","5150186A",0,27,44,21,1
"3566","5150187A",0,27,44,21,1
"3567","5150188A",0,27,44,21,1
"3568","5150189A",0,27,44,21,1
"3569","5150190A",0,27,44,21,1
"3570","5150191A",0,27,44,21,1
"3571","5150192A",0,27,44,21,1
"3572","5150193A",0,27,44,21,1
"3573","5150194B",0,27,44,21,1
"3574","5150195A",0,27,44,21,1
"3575","5150196A",0,27,44,21,1
"3576","5150197A",0,27,44,21,1
"3577","5150198A",0,27,44,21,1
"3578","5150199A",0,27,44,21,1
"3579","5150201A",0,27,44,21,1
"3580","5150202A",0,27,44,21,1
"3581","5150203A",0,27,44,21,1
"3582","5150204A",0,27,44,21,1
"3583","5150205A",0,27,44,21,1
"3584","5150206A",0,27,44,21,1
"3585","5150208A",0,27,44,21,1
"3586","5150209A",0,27,44,21,1
"3587","5150210A",0,27,44,21,1
"3588","5150212A",0,27,44,21,1
"3589","5150213A",0,27,44,21,1
"3590","5150214A",0,27,44,21,1
"3591","5150215A",0,27,44,21,1
"3592","5150216A",0,27,44,21,1
"3593","5150217A",0,27,44,21,1
"3594","5200040A",0,25,36,17,1
"3595","5200042A",0,25,36,17,1
"3596","5400004A",0,25,36,17,1
"3597","5400005A",0,25,36,17,1
"3598","5400009A",0,25,36,17,1
"3599","5400019A",0,25,36,17,1
"3600","5400021A",0,25,36,17,1
"3601","5400046A",0,25,36,17,1
"3602","5400047A",0,25,36,17,1
"3603","5400048B",0,25,36,17,1
"3604","5400050A",0,25,36,17,1
"3605","5400055A",0,25,36,17,1
"3606","5400057A",0,25,36,17,1
"3607","5400223A",0,25,36,17,1
"3608","5600008A",0,31,49,24,1
"3609","5600013A",0,31,49,24,1
"3610","5600019A",0,31,49,24,1
"3611","5600043A",0,31,49,24,1
"3612","5600045A",0,31,49,24,1
"3613","5600078A",0,28,44,21,1
"3614","5600080A",0,28,44,21,1
"3615","5600081A",0,28,44,21,1
"3616","5600082A",0,28,44,21,1
"3617","5600090A",0,28,44,21,1
"3618","5600091A",0,28,44,21,1
"3619","5600092A",0,28,44,21,1
"3620","5600093A",0,28,44,21,1
"3621","5600094A",0,28,44,21,1
"3622","5600095A",0,28,44,21,1
"3623","5600096A",0,28,44,21,1
"3624","5600097A",0,28,44,21,1
"3625","5750001A",0,31,49,24,1
"3626","5750003A",0,31,49,24,1
"3627","5750006A",0,31,49,24,1
"3628","5750007A",0,31,49,24,1
"3629","5750010A",0,31,49,24,1
"3630","5750011A",0,31,49,24,1
"3631","5750012A",0,31,49,24,1
"3632","5750014A",0,31,49,24,1
"3633","5750015A",0,31,49,24,1
"3634","5750017A",0,31,49,24,1
"3635","5750020A",0,31,49,24,1
"3636","5750023A",0,31,49,24,1
"3637","5750026A",0,31,49,24,1
"3638","5750027A",0,31,49,24,1
"3639","5750030A",0,31,49,24,1
"3640","5750033A",0,31,49,24,1
"3641","5750035C",0,31,49,24,1
"3642","5750050A",0,31,49,24,1
"3643","5750070A",0,31,49,24,1
"3644","5750071A",0,31,49,24,1
"3645","5750073A",0,31,49,24,1
"3646","5750074A",0,31,49,24,1
"3647","6050001A",0,14,39,20,1
"3648","6050002A",0,4,39,20,0
"3649","6050005A",0,13,39,20,0
"3650","6050007A",0,1,39,20,0
"3651","6050008A",0,7,39,20,0
"3652","6050009A",0,7,39,20,0
"3653","6050010A",0,7,39,20,0
"3654","6050012A",0,18,39,20,0
"3655","6050013A",0,17,39,20,0
"3656","6050015A",0,9,39,20,0
"3657","6050016A",0,8,39,20,0
"3658","6100001A",0,31,49,24,1
"3659","6100002A",0,31,49,24,1
"3660","6100003A",0,31,49,24,1
"3661","6100004A",0,31,49,24,1
"3662","6100007A",0,31,49,24,1
"3663","6100008A",0,31,49,24,1
"3664","6100010A",0,31,49,24,1
"3665","6100012A",0,31,49,24,1
"3666","6100014A",0,31,49,24,1
"3667","6100015A",0,31,49,24,1
"3668","6100017A",0,31,49,24,1
"3669","6100018A",0,31,49,24,1
"3670","6100020A",0,31,49,24,1
"3671","6100021B",0,31,49,24,1
"3672","6100023A",0,31,49,24,1
"3673","6100025A",0,31,49,24,1
"3674","6100026A",0,31,49,24,1
"3675","6100029D",0,31,49,24,1
"3676","6100031A",0,31,49,24,1
"3677","6100033A",0,31,49,24,1
"3678","6100034A",0,31,49,24,1
"3679","6100043A",0,31,49,24,1
"3680","6100043L",0,31,49,24,1
"3681","6100050A",0,31,49,24,1
"3682","6100050B",0,31,49,24,1
"3683","6200001A",0,27,44,21,1
"3684","6200003A",0,27,44,21,1
"3685","6200004A",0,27,44,21,1
"3686","6200005A",0,27,44,21,1
"3687","6200006A",0,27,44,21,1
"3688","6200007A",0,27,44,21,1
"3689","6200008A",0,27,44,21,1
"3690","6200009A",0,27,44,21,1
"3691","6200011A",0,27,44,21,1
"3692","6200012A",0,27,44,21,1
"3693","6200014A",0,27,44,21,1
"3694","6200015A",0,27,44,21,1
"3695","6200016A",0,27,44,21,1
"3696","6200018A",0,27,44,21,1
"3697","6200030A",0,27,44,21,1
"3698","6220001B",0,25,36,17,1
"3699","6220002A",0,25,36,17,1
"3700","6220003A",0,25,36,17,1
"3701","6220004A",0,25,36,17,1
"3702","6220005A",0,25,36,17,1
"3703","6220006A",0,25,36,17,1
"3704","6220007A",0,25,36,17,1
"3705","6220008A",0,25,36,17,1
"3706","6220009A",0,25,36,17,1
"3707","6220011A",0,25,36,17,1
"3708","6220012A",0,25,36,17,1
"3709","6220013A",0,25,36,17,1
"3710","6220014A",0,25,36,17,1
"3711","6220015A",0,25,36,17,1
"3712","6220017A",0,25,36,17,1
"3713","6220018A",0,25,36,17,1
"3714","6220019A",0,25,36,17,1
"3715","6220020A",0,25,36,17,1
"3716","6220021A",0,25,36,17,1
"3717","6220022A",0,25,36,17,1
"3718","6220023A",0,25,36,17,1
"3719","6220024A",0,25,36,17,1
"3720","6220025A",0,25,36,17,1
"3721","6220026A",0,25,36,17,1
"3722","6220027A",0,25,36,17,1
"3723","6220028A",0,25,36,17,1
"3724","6220029A",0,25,36,17,1
"3725","6220030A",0,25,36,17,1
"3726","6220031A",0,25,36,17,1
"3727","6220032A",0,25,36,17,1
"3728","6220035A",0,25,36,17,1
"3729","6220037A",0,25,36,17,1
"3730","6220038A",0,25,36,17,1
"3731","6220039A",0,25,36,17,1
"3732","6220040A",0,25,36,17,1
"3733","6220041A",0,25,36,17,1
"3734","6220042A",0,25,36,17,1
"3735","6220043A",0,25,36,17,1
"3736","6220044A",0,25,36,17,1
"3737","6220045A",0,25,36,17,1
"3738","6220046A",0,25,36,17,1
"3739","6220047A",0,25,36,17,1
"3740","6220049A",0,25,36,17,1
"3741","6220050A",0,25,36,17,1
"3742","6220051A",0,25,36,17,1
"3743","6220052A",0,25,36,17,1
"3744","6220053A",0,25,36,17,1
"3745","6220054A",0,25,36,17,1
"3746","6220055A",0,25,36,17,1
"3747","6220056A",0,25,36,17,1
"3748","6220057A",0,25,36,17,1
"3749","6220058A",0,25,36,17,1
"3750","6220060A",0,25,36,17,1
"3751","6220061A",0,25,36,17,1
"3752","6220062A",0,25,36,17,1
"3753","6220064B",0,25,36,17,1
"3754","6220065A",0,25,36,17,1
"3755","6220066A",0,25,36,17,1
"3756","6220067A",0,25,36,17,1
"3757","6220068A",0,25,36,17,1
"3758","6220069A",0,25,36,17,1
"3759","6220070A",0,25,36,17,1
"3760","6220071A",0,25,36,17,1
"3761","6220072A",0,25,36,17,1
"3762","6220073A",0,25,36,17,1
"3763","6220074A",0,25,36,17,1
"3764","6220076A",0,25,36,17,1
"3765","6220077A",0,25,36,17,1
"3766","6220078A",0,25,36,17,1
"3767","6220079A",0,25,36,17,1
"3768","6220080A",0,25,36,17,1
"3769","6220081A",0,25,36,17,1
"3770","6220082A",0,25,36,17,1
"3771","6220083A",0,25,36,17,1
"3772","6220084A",0,25,36,17,1
"3773","6220085A",0,25,36,17,1
"3774","6220086A",0,25,36,17,1
"3775","6220088A",0,25,36,17,1
"3776","6220089A",0,25,36,17,1
"3777","6220090A",0,25,36,17,1
"3778","6220091A",0,25,36,17,1
"3779","6220093A",0,25,36,17,1
"3780","6220094A",0,25,36,17,1
"3781","6220095A",0,25,36,17,1
"3782","6220096A",0,25,36,17,1
"3783","6220098A",0,25,36,17,1
"3784","6220099A",0,25,36,17,1
"3785","6220101A",0,25,36,17,1
"3786","6220102A",0,25,36,17,1
"3787","6220103A",0,25,36,17,1
"3788","6220104A",0,25,36,17,1
"3789","6220105A",0,25,36,17,1
"3790","6220106A",0,25,36,17,1
"3791","6220107A",0,25,36,17,1
"3792","6220108A",0,25,36,17,1
"3793","6220109A",0,25,36,17,1
"3794","6220113A",0,25,36,17,1
"3795","6250094A",0,29,41,23,1
"3796","6300001B",0,25,38,19,1
"3797","6300003A",0,25,36,17,1
"3798","6300005A",0,25,36,17,1
"3799","6300006A",0,25,36,17,1
"3800","6300012A",0,25,36,17,1
"3801","6300018A",0,25,36,17,1
"3802","6300241C",0,25,36,17,1
"3803","6300242B",0,25,36,17,1
"3804","6300245A",0,25,36,17,1
"3805","6300246A",0,25,36,17,1
"3806","6300249A",0,25,38,19,1
"3807","6300254A",0,25,36,17,1
"3808","6300255A",0,25,36,17,1
"3809","6550002A",0,33,50,30,1
"3810","6550056A",0,33,50,30,1
"3811","6600001A",0,27,44,21,1
"3812","6600002A",0,27,44,21,1
"3813","6600003B",0,27,44,21,1
"3814","6600004A",0,27,44,21,1
"3815","6600005A",0,27,44,21,1
"3816","6600006A",0,27,44,21,1
"3817","6600008A",0,27,44,21,1
"3818","6600009B",0,27,44,21,1
"3819","6600010A",0,27,44,21,1
"3820","6600011A",0,27,44,21,1
"3821","6600013A",0,27,44,21,1
"3822","6600014A",0,27,44,21,1
"3823","6600015A",0,27,44,21,1
"3824","6600016A",0,27,44,21,1
"3825","6600017A",0,27,44,21,1
"3826","6600018A",0,27,44,21,1
"3827","6600019A",0,27,44,21,1
"3828","6600020A",0,27,44,21,1
"3829","6600021B",0,27,44,21,1
"3830","6600022A",0,27,44,21,1
"3831","6600024A",0,27,44,21,1
"3832","6600026A",0,27,44,21,1
"3833","6600028A",0,27,44,21,1
"3834","6600030A",0,27,44,21,1
"3835","6600031A",0,27,44,21,1
"3836","6650030A",0,31,49,24,1
"3837","6650032A",0,31,49,24,1
"3838","6650032B",0,31,49,24,1
"3839","6650033A",0,31,49,24,1
"3840","6650033B",0,31,49,24,1
"3841","6650034A",0,31,49,24,1
"3842","6650035A",0,31,49,24,1
"3843","6850216A",0,27,44,21,1
"3844","6850217A",0,7,39,20,0
"3845","7050005A",0,28,44,21,1
"3846","7050006A",0,28,44,21,1
"3847","7050008A",0,28,44,21,1
"3848","7050010A",0,28,44,21,1
"3849","7050011A",0,28,44,21,1
"3850","7050013A",0,28,44,21,1
"3851","7050014A",0,28,44,21,1
"3852","7050015A",0,28,44,21,1
"3853","7050016A",0,28,44,21,1
"3854","7050027A",0,28,44,21,1
"3855","7050037A",0,28,44,21,1
"3856","7050043A",0,28,44,21,1
"3857","7050060A",0,31,49,24,1
"3858","7050061A",0,28,44,21,1
"3859","7050062A",0,28,44,21,1
"3860","7050064A",0,28,44,21,1
"3861","7050065A",0,28,44,21,1
"3862","7050066A",0,28,44,21,1
"3863","7050070A",0,28,44,21,1
"3864","7050071A",0,28,44,21,1
"3865","7050072A",0,28,44,21,1
"3866","7050073A",0,28,44,21,1
"3867","7050074A",0,28,44,21,1
"3868","7050075A",0,28,44,21,1
"3869","7050076A",0,28,44,21,1
"3870","7050077A",0,28,44,21,1
"3871","7050078A",0,28,44,21,1
"3872","7100001A",0,24,41,23,1
"3873","7100003A",0,24,41,23,1
"3874","7100004A",0,24,41,23,1
"3875","7100006A",0,24,41,23,1
"3876","7100007A",0,24,41,23,1
"3877","7100030A",0,24,41,23,1
"3878","7100032A",0,24,41,23,1
"3879","7100033A",0,24,41,23,1
"3880","7100034A",0,24,41,23,1
"3881","7470001A",0,29,42,23,1
"3882","7650001A",0,33,50,30,1
"3883","7650004A",0,33,50,30,1
"3884","7650005A",0,33,50,30,1
"3885","7650006A",0,33,50,30,1
"3886","7650008A",0,33,50,30,1
"3887","7650009A",0,33,50,30,1
"3888","7750002A",0,29,42,23,1
"3889","7750005A",0,29,42,23,1
"3890","7750007A",0,29,42,23,1
"3891","7750008A",0,29,42,23,1
"3892","7750016A",0,29,42,23,1
"3893","7750017A",0,29,42,23,1
"3894","7750018A",0,29,42,23,1
"3895","7750020A",0,29,42,23,1
"3896","7750021A",0,29,42,23,1
"3897","7750023A",0,29,42,23,1
"3898","7750024A",0,29,42,23,1
"3899","7750026A",0,29,42,23,1
"3900","7750029A",0,29,42,23,1
"3901","7750030A",0,29,42,23,1
"3902","7750036A",0,29,42,23,1
"3903","7750038A",0,29,42,23,1
"3904","7750039A",0,29,42,23,1
"3905","7750040A",0,29,42,23,1
"3906","7750041A",0,29,42,23,1
"3907","7750043A",0,29,42,23,1
"3908","7750045A",0,29,42,23,1
"3909","7750046A",0,29,42,23,1
"3910","7750049A",0,29,42,23,1
"3911","7750051A",0,29,42,23,1
"3912","7750053A",0,29,42,23,1
"3913","7750070A",0,29,42,23,1
"3914","7750071A",0,29,42,23,1
"3915","7750072A",0,29,42,23,1
"3916","7750073A",0,29,42,23,1
"3917","7750076A",0,29,42,23,1
"3918","7750077B",0,29,42,23,1
"3919","7750078A",0,29,42,23,1
"3920","7750079A",0,29,42,23,1
"3921","7760001A",0,24,41,23,1
"3922","7770010A",0,24,41,23,1
"3923","7770011A",0,24,41,23,1
"3924","7770013B",0,24,41,23,1
"3925","7770020A",0,24,41,23,1
"3926","7770030A",0,24,41,23,1
"3927","7770040A",0,24,41,23,1
"3928","7770050A",0,24,41,23,1
"3929","7770060A",0,24,41,23,1
"3930","7770070A",0,24,41,23,1
"3931","7770080A",0,24,41,23,1
"3932","7850202A",0,37,52,25,1
"3933","7900001A",0,25,36,17,1
"3934","7900005N",0,25,36,17,1
"3935","7900006A",0,25,36,17,1
"3936","7900008A",0,25,36,17,1
"3937","7900009A",0,25,36,17,1
"3938","7900010A",0,25,36,17,1
"3939","7900011A",0,25,36,17,1
"3940","9000004A",0,36,51,25,1
"3941","9000005A",0,25,38,19,1
"3942","9000006A",0,32,47,26,0
"3943","9000007A",0,29,43,21,0
"3944","9000010A",0,30,44,21,1
"3945","9000019A",0,10,39,20,1
"3946","9000026B",0,25,38,19,1
"3947","9000033A",0,24,41,23,1
"3948","9000035A",0,25,38,19,1
"3949","9000049A",0,30,46,22,1
"3950","9000054A",0,32,48,26,0
"3951","9000057A",0,24,40,20,0
"3952","9000058A",0,24,40,20,0
"3953","9000062A",0,24,40,20,0
"3954","9000063A",0,24,40,20,0
"3955","9000065A",0,24,40,20,0
"3956","9000066A",0,24,40,20,0
"3957","9000083A",0,24,40,20,0
"3958","9000085A",0,24,40,20,0
"3959","9000086A",0,24,40,20,0
"3960","9000165A",0,20,40,20,0
"3961","9000192A",0,24,40,20,0
"3962","9000194A",0,24,40,20,0
"3963","9000224A",0,25,38,19,1
"3964","9000226A",0,24,41,23,1
"3965","9000227A",0,24,41,23,1
"3966","9000228A",0,24,41,23,1
"3967","9000248A",0,30,45,22,1
"3968","9000252A",0,2,40,20,0
"3969","9000261A",0,29,40,20,0
"3970","9000275A",0,33,46,22,1
"3971","9000280A",0,33,46,22,1
"3972","9000285A",0,32,48,26,0
"3973","9000286A",0,32,47,26,0
"3974","9000292A",0,35,48,26,0
"3975","9000298A",0,37,51,25,1
"3976","9000304A",0,24,38,19,1
"3977","9000311A",0,24,38,19,1
"3978","9000315A",0,24,38,19,1
"3979","9000316A",0,29,42,23,1
"3980","9000318A",0,25,38,19,1
"3981","9000319A",0,30,45,22,1
"3982","9000336A",0,30,49,24,1
"3983","9000339A",0,30,46,22,1
"3984","9000347A",0,29,42,23,1
"3985","9000355A",0,30,46,22,1
"3986","9000358B",0,25,38,19,1
"3987","9000393A",0,24,38,19,1
"3988","9000400A",0,8,39,20,0
"3989","9000401A",0,24,41,23,1
"3990","9000451A",0,32,51,25,1
"3991","9000455A",0,35,51,25,1
"3992","9000591B",0,2,40,20,0
"3993","9000602B",0,24,40,20,0
"3994","9000863B",0,30,45,22,1
"3995","9000887A",0,30,45,22,1
"3996","9001348C",0,29,42,23,1
"3997","9001457A",0,32,47,26,0
"3998","9001890A",0,24,40,20,0
"3999","9002050B",0,35,48,26,0
"4000","9002052B",0,35,48,26,0
"4001","9002102A",0,32,47,26,0
"4002","9002140A",0,32,47,26,0
"4003","9002194B",0,35,51,25,1
"4004","9002209A",0,32,47,26,0
"4005","9002540A",0,37,52,25,1
"4006","9002596D",0,37,52,25,1
"4007","9002878A",0,29,42,23,1
"4008","9002937A",0,24,42,23,1
"4009","9002976A",0,9,39,20,0
"4010","9003024B",0,29,42,23,1
"4011","9003038A",0,32,47,26,0
"4012","9003050A",0,32,47,26,0
"4013","9003141B",0,10,39,20,1
"4014","9003206A",0,29,42,23,1
"4015","9003309B",0,33,46,22,1
"4016","9003428A",0,24,41,23,1
"4017","9003520A",0,30,43,21,1
"4018","9003600A",0,24,38,19,1
"4019","9003613A",0,25,38,19,1
"4020","9003657A",0,36,51,25,1
"4021","9003678A",0,24,41,23,1
"4022","9003683A",0,24,41,23,1
"4023","9003927A",0,30,44,21,1
"4024","9004212A",0,19,39,20,0
"4025","9004245A",0,25,38,19,1
"4026","9004247A",0,33,46,22,1
"4027","9005303A",0,32,47,26,0
"4028","9005532D",0,30,45,22,1
"4029","9005540A",0,30,45,22,1
"4030","9006208A",0,10,39,20,1
"4031","9006209A",0,11,39,20,1
"4032","9006249A",0,25,38,19,1
"4033","9006251A",0,25,38,19,1
"4034","9006405A",0,25,40,20,1
"4035","9006464A",0,24,41,23,1
"4036","9006477A",0,24,41,23,1
"4037","9006496A",0,24,41,23,1
"4038","9006612A",0,24,41,23,1
"4039","9006631A",0,24,41,23,1
"4040","9006640B",0,24,41,23,1
"4041","9007229A",0,32,47,26,0
"4042","9007302B",0,3,39,20,0
"4043","9007372A",0,30,45,22,1
"4044","9007810A",0,25,38,19,1
"4045","9007815A",0,25,38,19,1
"4046","9007822A",0,25,38,19,1
"4047","9007883A",0,24,40,20,0
"4048","9008149B",0,8,39,20,0
"4049","9990001A",0,25,36,17,1
"4050","9990002A",0,25,36,17,1
"4051","9990003A",0,25,36,17,1
"4052","9990004A",0,25,36,17,1
"4053","9990005A",0,25,36,17,1
"4054","9990006A",0,25,36,17,1
"4055","9990007A",0,25,36,17,1
"4056","9990008A",0,25,36,17,1
"4057","9990009A",0,25,36,17,1
"4058","9990010A",0,25,36,17,1
"4059","9990011A",0,25,36,17,1
"4060","9990012A",0,25,36,17,1
"4061","9990013A",0,25,36,17,1
"4062","9990014A",0,25,36,17,1
"4063","9990015A",0,25,36,17,1
"4064","9990016A",0,25,36,17,1
"4065","9990017A",0,24,38,19,1
"4066","9990018A",0,24,38,19,1
"4067","9990019A",0,25,38,19,1
"4068","9990020A",0,25,38,19,1
"4069","9990021A",0,25,38,19,1
"4070","9990022A",0,25,38,19,1
"4071","9990023A",0,19,38,19,1
"4072","9990024A",0,12,39,20,0
"4073","9990025A",0,194,39,20,0
"4074","9990026A",0,24,40,20,0
