"","Group_1","compdist_90","CDDIST","ADDIST","SDDIST","compdist_any"
"776","7150308A",0,0,0,0,0
"777","7150311A",0,0,0,0,0
"778","7850011A",0,37,52,25,1
"779","7850018A",0,37,52,25,1
"780","7850020A",0,37,52,25,1
"781","7850024A",0,37,52,25,1
"782","7850040A",0,37,52,25,1
"783","7850041A",0,37,52,25,1
"784","7850042A",0,37,52,25,1
"785","7850043A",0,37,52,25,1
"786","7850044A",0,37,52,25,1
"787","7850045A",0,37,52,25,1
"788","7850046A",0,37,52,25,1
"789","7850047A",0,37,52,25,1
"790","7850048A",0,37,52,25,1
"791","7850049A",0,37,52,25,1
"792","7850050A",0,37,52,25,1
"793","7850051A",0,37,52,25,1
"794","7850200A",0,37,52,25,1
"795","7850204A",0,37,52,25,1
"796","7850205A",0,37,52,25,1
"797","7950030A",0,35,51,25,1
"798","7950031A",0,35,51,25,1
"799","7950032A",0,35,51,25,1
"800","7950033A",0,35,51,25,1
"801","7950034A",0,35,51,25,1
"802","7950035A",0,35,51,25,1
"803","7950036A",0,35,51,25,1
"804","9000016A",0,25,38,19,1
"805","9000017A",0,25,38,19,1
"806","9000022B",0,25,38,19,1
"807","9000023A",0,25,38,19,1
"808","9000024A",0,25,38,19,1
"809","9000025A",0,24,38,19,1
"810","9000028A",0,25,38,19,1
"811","9000030A",0,25,38,19,1
"812","9000031A",0,25,38,19,1
"813","9000032A",0,25,38,19,1
"814","9000034A",0,25,38,19,1
"815","9000037A",0,25,38,19,1
"816","9000064A",0,25,38,19,1
"817","9000084A",0,24,41,23,1
"818","9000091A",0,24,41,23,1
"819","9000092A",0,24,41,23,1
"820","9000096A",0,24,41,23,1
"821","9000098A",0,24,41,23,1
"822","9000099A",0,24,41,23,1
"823","9000100A",0,24,41,23,1
"824","9000104A",0,24,41,23,1
"825","9000106A",0,24,41,23,1
"826","9000107A",0,24,41,23,1
"827","9000112A",0,24,40,20,0
"828","9000113A",0,24,40,20,0
"829","9000114A",0,24,40,20,0
"830","9000115A",0,24,40,20,0
"831","9000124A",0,24,40,20,0
"832","9000128A",0,24,40,20,0
"833","9000129A",0,24,40,20,0
"834","9000131A",0,24,40,20,0
"835","9000132A",0,24,40,20,0
"836","9000133A",0,24,40,20,0
"837","9000136A",0,18,40,20,0
"838","9000137A",0,9,40,20,0
"839","9000140A",0,11,40,20,1
"840","9000146A",0,24,40,20,0
"841","9000148A",0,19,40,20,0
"842","9000149A",0,18,40,20,0
"843","9000151A",0,13,40,20,0
"844","9000152A",0,11,40,20,1
"845","9000153A",0,13,40,20,0
"846","9000155A",0,24,40,20,0
"847","9000157A",0,14,40,20,1
"848","9000159A",0,24,40,20,0
"849","9000160A",0,24,40,20,0
"850","9000162A",0,24,40,20,0
"851","9000164A",0,24,40,20,0
"852","9000171A",0,24,40,20,0
"853","9000172A",0,24,40,20,0
"854","9000173A",0,24,40,20,0
"855","9000174A",0,24,40,20,0
"856","9000175A",0,24,40,20,0
"857","9000179A",0,24,40,20,0
"858","9000180A",0,24,40,20,0
"859","9000181A",0,24,40,20,0
"860","9000182A",0,24,40,20,0
"861","9000185A",0,24,40,20,0
"862","9000186A",0,24,40,20,0
"863","9000187A",0,24,40,20,0
"864","9000188A",0,24,40,20,0
"865","9000189A",0,24,40,20,0
"866","9000190A",0,24,40,20,0
"867","9000203A",0,24,41,23,1
"868","9000207A",0,24,41,23,1
"869","9000212A",0,24,41,23,1
"870","9000213A",0,24,41,23,1
"871","9000234A",0,24,41,23,1
"872","9000238A",0,24,41,23,1
"873","9000246A",0,24,41,23,1
"874","9000250A",0,24,41,23,1
"875","9000254A",0,24,41,23,1
"876","9000255A",0,24,41,23,1
"877","9000257A",0,24,40,20,0
"878","9000258A",0,24,40,20,0
"879","9000259A",0,24,41,23,1
"880","9000265A",0,24,40,20,0
"881","9000266A",0,24,40,20,0
"882","9000268A",0,24,40,20,0
"883","9000300A",0,23,39,20,0
"884","9000301A",0,13,39,20,0
"885","9000310A",0,3,39,20,0
"886","9000312A",0,6,39,20,1
"887","9000313B",0,2,39,20,0
"888","9000314A",0,2,39,20,0
"889","9000321A",0,3,39,20,0
"890","9000322A",0,3,39,20,0
"891","9000324A",0,10,39,20,1
"892","9000327A",0,11,39,20,1
"893","9000328A",0,8,39,20,0
"894","9000329A",0,10,39,20,1
"895","9000330A",0,7,39,20,0
"896","9000331A",0,19,39,20,0
"897","9000333A",0,25,38,19,1
"898","9000334A",0,25,38,19,1
"899","9000335A",0,25,38,19,1
"900","9000340A",0,25,38,19,1
"901","9000342A",0,25,38,19,1
"902","9000343A",0,25,38,19,1
"903","9000344A",0,25,38,19,1
"904","9000345A",0,25,38,19,1
"905","9000351A",0,25,38,19,1
"906","9000352A",0,25,38,19,1
"907","9000356B",0,25,38,19,1
"908","9000357A",0,25,38,19,1
"909","9000359A",0,25,38,19,1
"910","9000361A",0,25,38,19,1
"911","9000362A",0,25,38,19,1
"912","9000363A",0,25,38,19,1
"913","9000364A",0,25,38,19,1
"914","9000365A",0,25,38,19,1
"915","9000369A",0,25,38,19,1
"916","9000370A",0,25,38,19,1
"917","9000374A",0,20,38,19,1
"918","9000375A",0,30,39,20,1
"919","9000376A",0,11,39,20,1
"920","9000378A",0,13,38,19,1
"921","9000379A",0,16,38,19,1
"922","9000381A",0,8,39,20,0
"923","9000382A",0,15,39,20,0
"924","9000383A",0,11,39,20,1
"925","9000384A",0,24,39,20,0
"926","9000386A",0,14,39,20,1
"927","9000389A",0,9,39,20,0
"928","9000390A",0,15,39,20,0
"929","9000391A",0,11,39,20,1
"930","9000392A",0,12,39,20,0
"931","9000395A",0,8,39,20,0
"932","9000396A",0,14,39,20,1
"933","9000398A",0,14,38,19,1
"934","9000399A",0,21,38,19,1
"935","9000402A",0,9,39,20,0
"936","9000408A",0,8,39,20,0
"937","9000411A",0,25,38,19,1
"938","9000412A",0,18,38,19,1
"939","9000413A",0,15,38,19,1
"940","9000415A",0,5,40,20,0
"941","9000417A",0,12,38,19,1
"942","9000419A",0,24,40,20,0
"943","9000421A",0,24,40,20,0
"944","9000424A",0,24,40,20,0
"945","9000425A",0,24,40,20,0
"946","9000426A",0,24,40,20,0
"947","9000430A",0,24,40,20,0
"948","9000431A",0,24,40,20,0
"949","9000436A",0,22,40,20,0
"950","9000438A",0,25,40,20,1
"951","9000439A",0,20,40,20,0
"952","9000442A",0,12,40,20,0
"953","9000443A",0,13,39,20,0
"954","9000444A",0,8,39,20,0
"955","9000457A",0,12,39,20,0
"956","9000459A",0,7,39,20,0
"957","9000460A",0,14,39,20,1
"958","9000461A",0,13,39,20,0
"959","9000463A",0,7,39,20,0
"960","9000465A",0,14,39,20,1
"961","9000467A",0,7,39,20,0
"962","9000468A",0,13,39,20,0
"963","9000472A",0,8,39,20,0
"964","9000474A",0,16,39,20,0
"965","9000475A",0,5,39,20,0
"966","9000477A",0,14,40,20,1
"967","9000478A",0,7,40,20,0
"968","9000480A",0,6,39,20,1
"969","9000482A",0,7,39,20,0
"970","9000483A",0,12,39,20,0
"971","9000484A",0,11,39,20,1
"972","9000485A",0,10,39,20,1
"973","9000489A",0,21,40,20,0
"974","9000490A",0,13,40,20,0
"975","9000491A",0,10,40,20,1
"976","9000494A",0,18,40,20,0
"977","9000495A",0,9,40,20,0
"978","9000496A",0,2,40,20,0
"979","9000497A",0,8,40,20,0
"980","9000498A",0,8,40,20,0
"981","9000500A",0,14,40,20,1
"982","9000503B",0,9,40,20,0
"983","9000505A",0,9,40,20,0
"984","9000506A",0,10,40,20,1
"985","9000508A",0,16,40,20,0
"986","9000509A",0,9,39,20,0
"987","9000510A",0,4,39,20,0
"988","9000511A",0,9,39,20,0
"989","9000512A",0,16,39,20,0
"990","9000513A",0,4,39,20,0
"991","9000514A",0,3,39,20,0
"992","9000516A",0,9,39,20,0
"993","9000518A",0,8,39,20,0
"994","9000519A",0,11,39,20,1
"995","9000522A",0,14,39,20,1
"996","9000523A",0,11,39,20,1
"997","9000525A",0,4,39,20,0
"998","9000527A",0,4,39,20,0
"999","9000529A",0,19,39,20,0
"1000","9000531A",0,10,39,20,1
"1001","9000532A",0,18,39,20,0
"1002","9000534A",0,10,39,20,1
"1003","9000535A",0,6,39,20,1
"1004","9000536A",0,19,39,20,0
"1005","9000537A",0,11,40,20,1
"1006","9000538A",0,15,40,20,0
"1007","9000542A",0,6,39,20,1
"1008","9000543A",0,22,39,20,0
"1009","9000545A",0,6,39,20,1
"1010","9000547A",0,8,39,20,0
"1011","9000548A",0,8,39,20,0
"1012","9000549A",0,16,40,20,0
"1013","9000550A",0,2,40,20,0
"1014","9000552A",0,7,40,20,0
"1015","9000553A",0,11,40,20,1
"1016","9000556A",0,11,39,20,1
"1017","9000562A",0,6,40,20,1
"1018","9000563A",0,6,40,20,1
"1019","9000564A",0,10,40,20,1
"1020","9000565A",0,10,40,20,1
"1021","9000566A",0,12,40,20,0
"1022","9000568A",0,9,40,20,0
"1023","9000569A",0,9,40,20,0
"1024","9000572A",0,12,40,20,0
"1025","9000575A",0,14,40,20,1
"1026","9000576A",0,11,40,20,1
"1027","9000578A",0,13,40,20,0
"1028","9000579A",0,14,40,20,1
"1029","9000580A",0,10,40,20,1
"1030","9000581A",0,8,40,20,0
"1031","9000582A",0,9,40,20,0
"1032","9000584A",0,9,40,20,0
"1033","9000586B",0,24,40,20,0
"1034","9000588A",0,9,40,20,0
"1035","9000590A",0,16,40,20,0
"1036","9000593A",0,24,40,20,0
"1037","9000594A",0,24,40,20,0
"1038","9000595A",0,10,40,20,1
"1039","9000596A",0,24,40,20,0
"1040","9000604A",0,14,40,20,1
"1041","9000606A",0,11,40,20,1
"1042","9000607A",0,12,40,20,0
"1043","9000611A",0,8,40,20,0
"1044","9000612A",0,25,38,19,1
"1045","9000613A",0,14,40,20,1
"1046","9000616A",0,15,39,20,0
"1047","9000618A",0,9,39,20,0
"1048","9000619A",0,10,39,20,1
"1049","9000621A",0,15,39,20,0
"1050","9000625A",0,11,39,20,1
"1051","9000632A",0,27,44,21,1
"1052","9000633A",0,27,44,21,1
"1053","9000634A",0,27,44,21,1
"1054","9000635A",0,27,44,21,1
"1055","9000636A",0,27,44,21,1
"1056","9000637A",0,27,44,21,1
"1057","9000639A",0,27,44,21,1
"1058","9000640A",0,27,44,21,1
"1059","9000641A",0,27,44,21,1
"1060","9000643A",0,27,44,21,1
"1061","9000644A",0,27,44,21,1
"1062","9000645A",0,27,44,21,1
"1063","9000646A",0,27,44,21,1
"1064","9000647A",0,27,44,21,1
"1065","9000654A",0,27,44,21,1
"1066","9000655A",0,27,44,21,1
"1067","9000656A",0,27,44,21,1
"1068","9000657A",0,27,44,21,1
"1069","9000659A",0,27,44,21,1
"1070","9000672A",0,27,44,21,1
"1071","9000673A",0,27,44,21,1
"1072","9000683A",0,29,42,23,1
"1073","9000684A",0,29,42,23,1
"1074","9000685A",0,27,43,21,0
"1075","9000687A",0,27,43,21,0
"1076","9000688A",0,27,43,21,0
"1077","9000690A",0,29,43,21,0
"1078","9000691A",0,29,43,21,0
"1079","9000694A",0,29,43,21,0
"1080","9000699A",0,29,43,21,0
"1081","9000700A",0,29,43,21,0
"1082","9000706A",0,29,43,21,0
"1083","9000709A",0,16,39,20,0
"1084","9000710A",0,29,42,23,1
"1085","9000712A",0,29,43,21,0
"1086","9000715A",0,29,43,21,0
"1087","9000718A",0,29,43,21,0
"1088","9000719A",0,29,43,21,0
"1089","9000720A",0,29,43,21,0
"1090","9000725A",0,30,45,22,1
"1091","9000729A",0,30,45,22,1
"1092","9000730A",0,30,45,22,1
"1093","9000732A",0,29,43,21,0
"1094","9000734A",0,29,43,21,0
"1095","9000741A",0,29,43,21,0
"1096","9000744A",0,29,43,21,0
"1097","9000748A",0,29,43,21,0
"1098","9000750A",0,29,43,21,0
"1099","9000752A",0,29,43,21,0
"1100","9000753A",0,29,43,21,0
"1101","9000756A",0,30,45,22,1
"1102","9000757A",0,30,45,22,1
"1103","9000758A",0,30,45,22,1
"1104","9000766A",0,30,43,21,1
"1105","9000774A",0,30,45,22,1
"1106","9000779A",0,30,45,22,1
"1107","9000783A",0,30,45,22,1
"1108","9000785A",0,30,45,22,1
"1109","9000787A",0,30,45,22,1
"1110","9000788A",0,30,45,22,1
"1111","9000789A",0,30,45,22,1
"1112","9000792A",0,30,45,22,1
"1113","9000796A",0,30,45,22,1
"1114","9000797A",0,30,45,22,1
"1115","9000800A",0,30,43,21,1
"1116","9000803A",0,30,43,21,1
"1117","9000815A",0,30,45,22,1
"1118","9000816A",0,30,45,22,1
"1119","9000817A",0,30,45,22,1
"1120","9000821A",0,30,45,22,1
"1121","9000823A",0,30,45,22,1
"1122","9000829A",0,30,45,22,1
"1123","9000834A",0,30,45,22,1
"1124","9000835A",0,30,45,22,1
"1125","9000852A",0,29,43,21,0
"1126","9000853A",0,29,43,21,0
"1127","9000859A",0,29,43,21,0
"1128","9000860A",0,29,43,21,0
"1129","9000866A",0,29,43,21,0
"1130","9000871A",0,30,45,22,1
"1131","9000876A",0,30,45,22,1
"1132","9000878A",0,30,45,22,1
"1133","9000885A",0,30,45,22,1
"1134","9000886A",0,30,45,22,1
"1135","9000889B",0,30,49,24,1
"1136","9000890A",0,30,49,24,1
"1137","9000891A",0,30,49,24,1
"1138","9000892A",0,30,49,24,1
"1139","9000896A",0,31,49,24,1
"1140","9000897A",0,31,49,24,1
"1141","9000898A",0,31,49,24,1
"1142","9000900A",0,31,49,24,1
"1143","9000901A",0,31,49,24,1
"1144","9000902A",0,31,49,24,1
"1145","9000904A",0,31,49,24,1
"1146","9000905A",0,31,49,24,1
"1147","9000906A",0,31,49,24,1
"1148","9000907A",0,31,49,24,1
"1149","9000910A",0,31,49,24,1
"1150","9000912A",0,25,38,19,1
"1151","9000913A",0,31,49,24,1
"1152","9000915A",0,30,45,22,1
"1153","9000918A",0,30,45,22,1
"1154","9000919A",0,30,45,22,1
"1155","9000922A",0,30,45,22,1
"1156","9000923A",0,30,45,22,1
"1157","9000925A",0,30,45,22,1
"1158","9000927A",0,30,45,22,1
"1159","9000939A",0,30,45,22,1
"1160","9000940A",0,30,45,22,1
"1161","9000944A",0,32,47,26,0
"1162","9000946A",0,30,45,22,1
"1163","9000947A",0,30,45,22,1
"1164","9000948A",0,32,47,26,0
"1165","9000956A",0,30,45,22,1
"1166","9000958A",0,30,45,22,1
"1167","9000964A",0,30,45,22,1
"1168","9000965A",0,30,45,22,1
"1169","9000966A",0,30,45,22,1
"1170","9000969C",0,30,45,22,1
"1171","9000970A",0,30,45,22,1
"1172","9000979A",0,30,45,22,1
"1173","9000980A",0,30,45,22,1
"1174","9000984A",0,15,40,20,0
"1175","9000985A",0,11,40,20,1
"1176","9000986A",0,29,43,21,0
"1177","9000987A",0,11,40,20,1
"1178","9000988A",0,4,40,20,0
"1179","9000990A",0,11,40,20,1
"1180","9001002A",0,2,40,20,0
"1181","9001007A",0,24,40,20,0
"1182","9001013A",0,24,40,20,0
"1183","9001014A",0,24,40,20,0
"1184","9001015A",0,24,40,20,0
"1185","9001016A",0,24,40,20,0
"1186","9001019A",0,24,41,23,1
"1187","9001020A",0,24,41,23,1
"1188","9001021A",0,24,41,23,1
"1189","9001027A",0,24,41,23,1
"1190","9001029A",0,24,41,23,1
"1191","9001036A",0,24,41,23,1
"1192","9001037A",0,24,41,23,1
"1193","9001039A",0,24,41,23,1
"1194","9001041A",0,24,41,23,1
"1195","9001044A",0,24,41,23,1
"1196","9001045A",0,24,41,23,1
"1197","9001049A",0,24,41,23,1
"1198","9001060A",0,24,41,23,1
"1199","9001070A",0,24,42,23,1
"1200","9001073A",0,24,42,23,1
"1201","9001074A",0,24,42,23,1
"1202","9001078A",0,24,42,23,1
"1203","9001079A",0,29,42,23,1
"1204","9001080A",0,29,42,23,1
"1205","9001083A",0,24,40,20,0
"1206","9001084A",0,24,40,20,0
"1207","9001085A",0,24,42,23,1
"1208","9001086A",0,24,42,23,1
"1209","9001087A",0,24,42,23,1
"1210","9001089A",0,24,42,23,1
"1211","9001090A",0,24,42,23,1
"1212","9001091A",0,24,42,23,1
"1213","9001092A",0,24,42,23,1
"1214","9001093A",0,24,42,23,1
"1215","9001094A",0,24,42,23,1
"1216","9001095A",0,24,42,23,1
"1217","9001096A",0,24,42,23,1
"1218","9001099A",0,29,42,23,1
"1219","9001100A",0,29,42,23,1
"1220","9001103A",0,29,42,23,1
"1221","9001104A",0,29,42,23,1
"1222","9001106A",0,24,40,20,0
"1223","9001107A",0,24,40,20,0
"1224","9001109A",0,24,40,20,0
"1225","9001113A",0,24,40,20,0
"1226","9001120A",0,24,42,23,1
"1227","9001121A",0,24,40,20,0
"1228","9001122A",0,24,40,20,0
"1229","9001126A",0,24,40,20,0
"1230","9001127A",0,29,42,23,1
"1231","9001128A",0,24,40,20,0
"1232","9001130A",0,29,42,23,1
"1233","9001131A",0,29,42,23,1
"1234","9001133A",0,29,42,23,1
"1235","9001134A",0,29,42,23,1
"1236","9001150B",0,29,42,23,1
"1237","9001152A",0,29,40,20,0
"1238","9001155A",0,29,43,21,0
"1239","9001156A",0,29,43,21,0
"1240","9001157A",0,29,43,21,0
"1241","9001158A",0,29,43,21,0
"1242","9001164A",0,29,42,23,1
"1243","9001167A",0,29,42,23,1
"1244","9001168A",0,29,42,23,1
"1245","9001169A",0,29,43,21,0
"1246","9001170A",0,29,43,21,0
"1247","9001173A",0,29,42,23,1
"1248","9001174A",0,29,42,23,1
"1249","9001176A",0,29,42,23,1
"1250","9001177A",0,29,42,23,1
"1251","9001178A",0,29,42,23,1
"1252","9001179A",0,29,42,23,1
"1253","9001180A",0,29,42,23,1
"1254","9001181A",0,29,42,23,1
"1255","9001183A",0,29,42,23,1
"1256","9001185A",0,29,42,23,1
"1257","9001187A",0,29,42,23,1
"1258","9001191A",0,29,42,23,1
"1259","9001192A",0,29,42,23,1
"1260","9001193A",0,29,42,23,1
"1261","9001194A",0,29,42,23,1
"1262","9001195B",0,29,42,23,1
"1263","9001196A",0,29,42,23,1
"1264","9001198A",0,29,43,21,0
"1265","9001199A",0,29,42,23,1
"1266","9001200A",0,29,42,23,1
"1267","9001201A",0,29,42,23,1
"1268","9001203A",0,29,42,23,1
"1269","9001207A",0,29,42,23,1
"1270","9001208A",0,29,42,23,1
"1271","9001210A",0,29,42,23,1
"1272","9001212A",0,29,42,23,1
"1273","9001213A",0,29,42,23,1
"1274","9001217A",0,29,42,23,1
"1275","9001218A",0,29,42,23,1
"1276","9001219A",0,29,42,23,1
"1277","9001222A",0,29,42,23,1
"1278","9001224A",0,29,42,23,1
"1279","9001226A",0,29,42,23,1
"1280","9001227A",0,29,42,23,1
"1281","9001229A",0,29,42,23,1
"1282","9001231A",0,29,42,23,1
"1283","9001232A",0,29,42,23,1
"1284","9001233A",0,29,42,23,1
"1285","9001235A",0,29,42,23,1
"1286","9001243A",0,0,0,0,0
"1287","9001244A",0,0,0,0,0
"1288","9001246A",0,0,0,0,0
"1289","9001248A",0,29,42,23,1
"1290","9001249A",0,29,42,23,1
"1291","9001250A",0,29,42,23,1
"1292","9001252A",0,29,42,23,1
"1293","9001253A",0,29,42,23,1
"1294","9001255A",0,29,42,23,1
"1295","9001256A",0,29,42,23,1
"1296","9001257A",0,29,47,26,0
"1297","9001259A",0,29,47,26,0
"1298","9001261A",0,29,42,23,1
"1299","9001262A",0,29,42,23,1
"1300","9001263A",0,29,42,23,1
"1301","9001266A",0,29,42,23,1
"1302","9001267A",0,29,42,23,1
"1303","9001268A",0,29,42,23,1
"1304","9001271A",0,29,42,23,1
"1305","9001274A",0,29,42,23,1
"1306","9001276A",0,29,42,23,1
"1307","9001277A",0,29,42,23,1
"1308","9001278A",0,29,42,23,1
"1309","9001279B",0,29,42,23,1
"1310","9001280A",0,29,42,23,1
"1311","9001282A",0,29,42,23,1
"1312","9001283A",0,29,42,23,1
"1313","9001296A",0,29,42,23,1
"1314","9001299A",0,29,42,23,1
"1315","9001300A",0,29,42,23,1
"1316","9001306A",0,29,41,23,1
"1317","9001307A",0,29,41,23,1
"1318","9001309A",0,29,41,23,1
"1319","9001310A",0,29,41,23,1
"1320","9001312A",0,29,42,23,1
"1321","9001313A",0,29,41,23,1
"1322","9001316A",0,29,42,23,1
"1323","9001317A",0,29,42,23,1
"1324","9001318A",0,29,42,23,1
"1325","9001325A",0,29,42,23,1
"1326","9001326A",0,29,42,23,1
"1327","9001328A",0,29,42,23,1
"1328","9001329A",0,29,42,23,1
"1329","9001330A",0,29,42,23,1
"1330","9001331B",0,29,42,23,1
"1331","9001332A",0,29,42,23,1
"1332","9001334A",0,29,42,23,1
"1333","9001335B",0,29,42,23,1
"1334","9001336A",0,29,42,23,1
"1335","9001338A",0,29,42,23,1
"1336","9001339A",0,29,42,23,1
"1337","9001341A",0,29,42,23,1
"1338","9001342A",0,29,42,23,1
"1339","9001343A",0,29,42,23,1
"1340","9001346A",0,29,42,23,1
"1341","9001350A",0,29,42,23,1
"1342","9001351B",0,25,38,19,1
"1343","9001352A",0,29,42,23,1
"1344","9001354A",0,29,41,23,1
"1345","9001355A",0,29,41,23,1
"1346","9001356A",0,29,41,23,1
"1347","9001357A",0,29,41,23,1
"1348","9001358A",0,29,41,23,1
"1349","9001361A",0,29,41,23,1
"1350","9001362A",0,29,41,23,1
"1351","9001364A",0,29,41,23,1
"1352","9001365A",0,29,41,23,1
"1353","9001366A",0,29,41,23,1
"1354","9001367A",0,29,41,23,1
"1355","9001368A",0,29,41,23,1
"1356","9001369A",0,29,42,23,1
"1357","9001370A",0,29,42,23,1
"1358","9001371A",0,29,42,23,1
"1359","9001373A",0,29,41,23,1
"1360","9001374A",0,29,41,23,1
"1361","9001379A",0,29,41,23,1
"1362","9001382A",0,29,41,23,1
"1363","9001391A",0,29,41,23,1
"1364","9001402A",0,29,42,23,1
"1365","9001403A",0,29,42,23,1
"1366","9001408A",0,29,42,23,1
"1367","9001409A",0,29,42,23,1
"1368","9001412A",0,29,42,23,1
"1369","9001413A",0,29,42,23,1
"1370","9001417A",0,29,42,23,1
"1371","9001419B",0,29,42,23,1
"1372","9001420A",0,29,42,23,1
"1373","9001421A",0,29,42,23,1
"1374","9001422A",0,29,42,23,1
"1375","9001426A",0,29,42,23,1
"1376","9001428A",0,29,42,23,1
"1377","9001429A",0,29,42,23,1
"1378","9001430A",0,29,42,23,1
"1379","9001433A",0,29,42,23,1
"1380","9001435A",0,29,42,23,1
"1381","9001436A",0,29,42,23,1
"1382","9001438A",0,29,42,23,1
"1383","9001440A",0,29,42,23,1
"1384","9001441A",0,29,42,23,1
"1385","9001442A",0,29,42,23,1
"1386","9001444A",0,32,47,26,0
"1387","9001446A",0,32,47,26,0
"1388","9001448A",0,32,47,26,0
"1389","9001449A",0,32,47,26,0
"1390","9001450A",0,32,47,26,0
"1391","9001452A",0,29,42,23,1
"1392","9001454A",0,29,47,26,0
"1393","9001455A",0,32,47,26,0
"1394","9001456A",0,32,47,26,0
"1395","9001458A",0,32,47,26,0
"1396","9001461A",0,32,47,26,0
"1397","9001462A",0,32,47,26,0
"1398","9001463A",0,32,47,26,0
"1399","9001465A",0,32,47,26,0
"1400","9001467A",0,32,47,26,0
"1401","9001471A",0,32,47,26,0
"1402","9001472A",0,32,47,26,0
"1403","9001474A",0,32,47,26,0
"1404","9001476A",0,32,47,26,0
"1405","9001480A",0,32,47,26,0
"1406","9001481A",0,32,47,26,0
"1407","9001482A",0,32,47,26,0
"1408","9001485A",0,32,47,26,0
"1409","9001486A",0,32,47,26,0
"1410","9001490A",0,32,47,26,0
"1411","9001492A",0,32,47,26,0
"1412","9001497A",0,32,47,26,0
"1413","9001502A",0,32,47,26,0
"1414","9001504A",0,0,0,0,0
"1415","9001507A",0,32,42,23,1
"1416","9001511A",0,32,47,26,0
"1417","9001513A",0,32,42,23,1
"1418","9001514A",0,32,42,23,1
"1419","9001515A",0,0,0,0,0
"1420","9001516A",0,0,0,0,0
"1421","9001517A",0,0,0,0,0
"1422","9001519A",0,32,47,26,0
"1423","9001521A",0,32,47,26,0
"1424","9001522A",0,32,47,26,0
"1425","9001524A",0,32,47,26,0
"1426","9001525A",0,32,47,26,0
"1427","9001527A",0,0,0,0,0
"1428","9001528A",0,0,0,0,0
"1429","9001530A",0,32,47,26,0
"1430","9001532A",0,32,47,26,0
"1431","9001533A",0,32,47,26,0
"1432","9001535A",0,32,47,26,0
"1433","9001536A",0,32,47,26,0
"1434","9001540A",0,29,42,23,1
"1435","9001542A",0,0,0,0,0
"1436","9001545A",0,0,0,0,0
"1437","9001547A",0,0,0,0,0
"1438","9001548A",0,0,0,0,0
"1439","9001549A",0,0,0,0,0
"1440","9001551A",0,0,0,0,0
"1441","9001553A",0,0,0,0,0
"1442","9001554A",0,0,0,0,0
"1443","9001557A",0,0,0,0,0
"1444","9001558A",0,0,0,0,0
"1445","9001559A",0,0,0,0,0
"1446","9001560A",0,0,0,0,0
"1447","9001562A",0,0,0,0,0
"1448","9001564A",0,0,0,0,0
"1449","9001565A",0,0,0,0,0
"1450","9001566A",0,0,0,0,0
"1451","9001567A",0,0,0,0,0
"1452","9001569A",0,0,0,0,0
"1453","9001570A",0,0,0,0,0
"1454","9001572A",0,0,0,0,0
"1455","9001573A",0,29,42,23,1
"1456","9001575B",0,29,42,23,1
"1457","9001576A",0,29,42,23,1
"1458","9001578A",0,29,42,23,1
"1459","9001580A",0,29,42,23,1
"1460","9001584A",0,30,45,22,1
"1461","9001586A",0,30,45,22,1
"1462","9001589A",0,30,45,22,1
"1463","9001590A",0,30,45,22,1
"1464","9001600A",0,29,42,23,1
"1465","9001603A",0,29,42,23,1
"1466","9001605A",0,29,42,23,1
"1467","9001607A",0,29,42,23,1
"1468","9001608A",0,29,42,23,1
"1469","9001613A",0,29,42,23,1
"1470","9001614A",0,29,42,23,1
"1471","9001617A",0,30,42,23,1
"1472","9001620A",0,30,42,23,1
"1473","9001621A",0,30,42,23,1
"1474","9001623A",0,29,42,23,1
"1475","9001624A",0,29,42,23,1
"1476","9001627A",0,29,42,23,1
"1477","9001628A",0,30,46,22,1
"1478","9001629A",0,30,46,22,1
"1479","9001631A",0,30,46,22,1
"1480","9001632A",0,30,46,22,1
"1481","9001635A",0,30,46,22,1
"1482","9001637A",0,30,46,22,1
"1483","9001638A",0,30,46,22,1
"1484","9001656A",0,33,46,22,1
"1485","9001668A",0,30,46,22,1
"1486","9001693A",0,30,46,22,1
"1487","9001711A",0,32,47,26,0
"1488","9001716A",0,32,47,26,0
"1489","9001720A",0,32,48,26,0
"1490","9001721A",0,32,48,26,0
"1491","9001724A",0,32,47,26,0
"1492","9001725A",0,32,47,26,0
"1493","9001730A",0,32,47,26,0
"1494","9001732A",0,32,47,26,0
"1495","9001738A",0,32,48,26,0
"1496","9001739A",0,32,48,26,0
"1497","9001741A",0,32,48,26,0
"1498","9001742A",0,33,46,22,1
"1499","9001747A",0,32,48,26,0
"1500","9001749A",0,32,48,26,0
"1501","9001750A",0,32,48,26,0
"1502","9001751A",0,32,48,26,0
"1503","9001752A",0,32,48,26,0
"1504","9001755A",0,32,48,26,0
"1505","9001756A",0,32,48,26,0
"1506","9001757A",0,32,48,26,0
"1507","9001758A",0,24,40,20,0
"1508","9001760A",0,32,48,26,0
"1509","9001762A",0,32,48,26,0
"1510","9001764A",0,32,47,26,0
"1511","9001765A",0,32,47,26,0
"1512","9001767A",0,32,48,26,0
"1513","9001768A",0,32,48,26,0
"1514","9001769A",0,32,48,26,0
"1515","9001770A",0,32,47,26,0
"1516","9001775A",0,32,47,26,0
"1517","9001776A",0,32,47,26,0
"1518","9001777A",0,32,47,26,0
"1519","9001779A",0,32,48,26,0
"1520","9001780A",0,37,52,25,1
"1521","9001782A",0,32,47,26,0
