"","precinct","X","Y","black","blackpct","white","whitepct","black_edudiff","black_edudiff_se","white_edudiff","white_edudiff_se","edu_dif","pop18","coef_linquad_white","coef_quad_white","coef_lin_white","sig_linquad_white","sig_quad_white","sig_lin_white","fscore_white","fscore_sig_white","coef_linquad_black","coef_quad_black","coef_lin_black","sig_linquad_black","sig_quad_black","sig_lin_black","fscore_black","fscore_sig_black","coef_all_lin","coef_all_linquad","sig_all_lin","sig_all_linquad"
"434","9001573A",-118.347140096386,34.0975995240964,119,0.085549964054637,919,0.660675772825306,0.072040637894507,5.65934111217266,0.088339152158636,13.1245300182779,0.08074028879398,1391,-0.0249241972406439,0.00406322712564857,-0.0111602291028242,9.42498923735669e-08,0.00227014891382429,2.69359382184267e-21,51.0201492936588,3.1022792115151e-22,0.00056097682335691,-0.000928817495070718,-0.00257538380039925,0.900388543214039,0.470128080726874,0.0204290287994032,2.95273925795447,0.0524686153427936,-0.0179943651431411,0.00505654010385795,0.00165037544256211,0.00652940528795389
"435","9001575B",-118.348628032474,34.0948262569245,147,0.074619289340101,1487,0.754822335025381,0.072631583172314,6.04339657025893,0.018984963206108,17.8636993442593,0.025633466259097,1970,-0.0246981432045858,0.00405627185157698,-0.0111957426053869,7.96732966579441e-08,0.00234682651834239,2.20600466548955e-21,51.1974054514254,2.62501700684596e-22,0.000869325237868981,-0.00102440544641577,-0.00253560411632484,0.844547202604086,0.42762561325811,0.0226160275578459,2.9179058191713,0.0543218652958078,-0.0179531942363904,0.00553759613051288,0.00165669749573009,0.00650599004849636
"436","9001576A",-118.33832402549,34.1016904882353,129,0.085036255767963,825,0.543836519446276,0.066765565860675,6.01842730635596,-0.00764152858707,7.26445259117877,0.008781845056952,1517,-0.0250561113660775,0.00400596727617318,-0.011036815296673,2.74879801286964e-07,0.00296898529404847,1.5049218525718e-20,48.9573542829696,2.17282392206834e-21,-0.00114101988560269,-0.000479820622543063,-0.00279927240904272,0.802972229684873,0.708523195605075,0.0119595857191271,3.23361429820698,0.0396612613740744,-0.0184956933502622,0.00141526906210798,0.00163900289101247,0.00648521465577215
"437","9001578A",-118.333152511824,34.1019179307432,170,0.059274755927476,1216,0.423988842398884,0.070955735162283,5.70303158943472,-0.007991927663117,5.56719985264771,0.02938909906123,2868,-0.0249119457756407,0.00395231166098276,-0.0109738755821976,5.34912119442964e-07,0.00378804113889495,4.70861083801838e-20,47.5302440444189,8.37557676583943e-21,-0.00214359012710043,-0.000227348264568054,-0.00293093857510464,0.64084782863965,0.859782222448298,0.00871022662765492,3.46237410773077,0.0315800960729096,-0.0188151168603142,-0.000719904251714767,0.00163616807511318,0.00642301475016738
"438","9001586A",-118.323967269488,34.094833714922,128,0.055993000874891,844,0.36920384951881,0.084050189230977,5.89712141256722,0.024851000510185,5.39524008096604,0.042934887304951,2286,-0.0241361744642799,0.00384073418033276,-0.0109013225749777,2.07206541132023e-06,0.00722168581620257,7.00264774507285e-19,44.1025458139888,2.15946525298594e-19,-0.00407597931411339,0.000258965917139378,-0.00321128256769878,0.369632484807178,0.844193021371869,0.00453974784771908,4.05502756390748,0.0175056671747265,-0.019636255579613,-0.005208635925204,0.00164428671579042,0.00620031880489109
"439","9001589A",-118.323782660333,34.0874822280285,120,0.041422160856058,451,0.155678287884018,0.075479930637217,5.95154833360975,0.037023522130137,3.84439589222902,0.092686699072028,2897,-0.0240524624700012,0.00393125758757873,-0.0109781028674031,2.13434345719173e-06,0.00774912719090418,1.42834562559507e-18,43.2954410173465,4.65013088777937e-19,-0.00435459056727953,0.000335406975117289,-0.0032788057901241,0.331888426158132,0.804217030175865,0.00409414310017389,4.16060675058968,0.0157597845938059,-0.0200888544525,-0.00701969947837965,0.00166328681691828,0.00616235059759228
"440","9001590A",-118.328801371534,34.0877885674677,124,0.050736497545008,697,0.28518821603928,0.075511154094327,6.27496262470315,0.065467969242726,4.76184473647489,0.092276910764306,2444,-0.0243414182310899,0.00402491177327116,-0.0110580811406693,8.69039528545606e-07,0.00548308004479868,3.53094922312813e-19,45.0759920980075,8.56995529999374e-20,-0.00321878139433016,2.88017561870809e-05,-0.0031264793072602,0.470322804958677,0.98291728830184,0.00597492363424413,3.78656909787696,0.0228678204423792,-0.0197510940693444,-0.00505983366484095,0.00166552885624949,0.00622772865226564
"441","9001600A",-118.340226582843,34.0922087830109,272,0.099233856256841,1291,0.470995986866107,0.077290758708694,6.42936343787031,0.131815431269301,7.03869695468117,0.108974358974359,2741,-0.0245133251580208,0.00403559454938027,-0.0111404736528012,1.95747564095424e-07,0.00326976384646203,1.56402055048379e-20,48.8239046325045,2.46479422607533e-21,-0.000737396027914626,-0.000620887441038672,-0.00276983350070326,0.867759963387916,0.635252495031687,0.0135045458346423,3.16850209211965,0.0423191167479197,-0.0186836291924245,0.00103853903583476,0.00165892502994167,0.00637326490629919
"442","9001620A",-118.315071135048,34.0695548553055,148,0.094207511139402,368,0.234245703373647,0.065215759476457,5.93951872508466,-0.007260169806719,4.26700266393375,0.005912427522779,1571,-0.0229491046867128,0.00380574474158008,-0.0110024644710671,3.71457804628983e-05,0.0267057750904199,3.14766677440377e-16,36.5769896327311,2.83342410175427e-16,-0.00799066092152238,0.00141808036491734,-0.00382467223068312,0.0793102170316446,0.343133617683131,0.00130841074505655,5.63212122723226,0.00364920668279105,-0.0224216314474457,-0.0175302641127939,0.00173234819742344,0.00620605625415119
"443","9001628A",-118.310773887202,34.0490351149675,261,0.105411954765751,368,0.148626817447496,0.068089093892595,5.88822934160535,0.034452259079458,4.1299315477892,0.064661346429302,2476,-0.0180893050204005,0.00242547644948008,-0.0109135361759021,0.00518070630259722,0.253834606229652,4.76517085799117e-13,27.2268135056247,2.31154814830848e-12,-0.0124870990447485,0.00298971845025095,-0.004504890184706,0.00938136671022224,0.0849471122687527,0.000392436797275943,7.80246728594921,0.000423777004875147,-0.0263941687922537,-0.0356861261321572,0.00188024604299234,0.00670365396071955
"444","9001629A",-118.311923646957,34.0636923982609,162,0.09688995215311,625,0.373803827751196,0.070223415858078,6.03294721432346,0.084058406377271,5.39050340313505,0.067387904066736,1672,-0.0216081426783543,0.00344965513675322,-0.0109367025924567,0.000206028155182467,0.0588099417408419,3.74534430467774e-15,33.3385070331841,6.34380128486422e-15,-0.00967925144052726,0.00196247466731519,-0.00406561151737278,0.0359017777125801,0.207160672764133,0.000785603893316513,6.45639046802084,0.00160987034551756,-0.0234943570940837,-0.022695161993575,0.00176326508992596,0.00626218439954758
"445","9001632A",-118.305831379439,34.0713302560748,114,0.041349292709467,329,0.119332607907145,0.063208915004434,5.997792410958,-0.025093836344703,4.02972650510556,-0.01980198019802,2757,-0.0203251304480403,0.00301184646961644,-0.0106364317254958,0.000389262195012861,0.0814592818853015,5.05050507209266e-15,32.7544387402748,1.11267196291798e-14,-0.010148922180699,0.0020287758425977,-0.00409473810433606,0.0261167343899245,0.169094910604444,0.000584456032989101,6.88458785123908,0.00105268475166386,-0.0226354875480425,-0.0191662158997527,0.00171070843548058,0.00599926952603433
"446","9001635A",-118.304827331897,34.0791342737069,420,0.167464114832536,348,0.138755980861244,0.061685965497635,6.50676419643332,0.00172005853988,4.46237343516387,0.020717197770197,2508,-0.0207259364192034,0.0030551915125502,-0.0105670378342122,0.000220575115962295,0.062142863520819,1.43167752593463e-15,34.275959988773,2.57652254347166e-15,-0.00937313013660187,0.00174032310488364,-0.00396300084267598,0.0392326134820677,0.217921165777349,0.000723363933160028,6.49673848513335,0.00154668761327387,-0.0217220080365371,-0.0149812672136128,0.00167633500803256,0.00591576028463646
"447","9001637A",-118.301517547085,34.0812070852018,413,0.212012320328542,352,0.180698151950719,0.083410312492709,6.23469218814587,0.034011888894066,4.22969005400542,0.066754141381007,1948,-0.0201062174555064,0.00285910984039527,-0.0104523816702394,0.0003866308211054,0.0794038198070204,2.72333821466798e-15,33.4079766096462,5.93385347219963e-15,-0.00992155006130124,0.00187177837167537,-0.00402048117933113,0.0296928662014494,0.180786760354467,0.000591141892118397,6.82358923212034,0.00111834138308645,-0.0216868852882318,-0.0152392408464075,0.00166718863250689,0.00589098213311513
"448","9001638A",-118.306375805556,34.079420462963,431,0.107615480649189,601,0.150062421972534,0.06695789969507,6.02478442204771,1.6686725915e-05,4.0179801541442,-0.048944501191692,4005,-0.021130216825331,0.00316767953466303,-0.0106167070995117,0.000148837488647437,0.0518240721516623,8.33418215455814e-16,34.9882683245589,1.30011184125388e-15,-0.00898543365486994,0.00163165876920196,-0.00391206389346291,0.047910426779521,0.247553194939704,0.000832751812281716,6.27385897239361,0.00192958837936689,-0.0216189073860999,-0.0143753589485239,0.00167663818658112,0.00593300613857348
"449","9001656A",-118.274614853107,34.0528061355932,183,0.047981122181437,420,0.110120608285265,0.076493458043854,5.98577152504659,0.035903455443697,4.00768736621615,0.030927835051546,3814,-2.29143078223375e-05,-0.00266097431669497,-0.00849259274323038,0.99724578057718,0.190002941815382,2.90468474575536e-08,16.3981955109266,8.85643928191579e-08,-0.0202722062820261,0.00524054397058296,-0.005517705942839,1.0645307446173e-05,0.000856880771585031,1.03328015509693e-05,15.4205035693658,2.31174841896318e-07,-0.0265977056820014,-0.0427759366841924,0.0017841781033219,0.00616281502907038
"450","9001668A",-118.301689524017,34.0611594279476,162,0.026754748142031,279,0.046077621800165,0.073087810326135,5.9562467941356,0.02869004891305,4.16726213918287,0.042652027027027,6055,-0.0171119797342941,0.00213275482622076,-0.0104467121160811,0.00510560720159157,0.261616131323645,2.83467824586922e-13,27.7318531724374,1.41756537446428e-12,-0.0129980333512604,0.00298473817120938,-0.00449445888209524,0.00519207559709832,0.0579162549572034,0.000242847705371666,8.57349921315367,0.000197482387471937,-0.0244779910286775,-0.0283866078594375,0.0017636998272637,0.00612767522022659
"451","9001693A",-118.311211952484,34.0643998099352,314,0.097213622291022,359,0.111145510835913,0.062080171426607,6.38505848782441,0.018812409667669,4.11426666386884,-0.001283461679501,3230,-0.0214236311253331,0.00338916877083885,-0.0108999677113883,0.000228167536288667,0.062002047556729,4.04286256141704e-15,33.2147096549731,7.14590310330353e-15,-0.00977035717031247,0.00198346874163317,-0.00407421890731731,0.0339659606568475,0.200001173092377,0.000750602004815045,6.52483096318271,0.00150416828031892,-0.0234158195166124,-0.022377801955509,0.00175755046003347,0.00622963855762314
"452","9001711A",-118.336360489474,34.0548760026316,253,0.331151832460733,200,0.261780104712042,0.100115411954227,7.1143881253817,0.037626972648131,5.21330161433035,0.07229907773386,764,-0.028726867759791,0.00577328862339126,-0.0120533020131607,3.72535495407711e-07,0.00229051795781508,5.53639093923225e-18,43.0516784416787,5.86319281321195e-19,-0.00330674539475884,1.65858073845083e-05,-0.00326188374871707,0.469782136586273,0.991880761462602,0.0075722661979314,3.57256422312125,0.0282982040909016,-0.0228049837548613,-0.0168569560324402,0.00186005201886362,0.00704021785849961
"453","9001716A",-118.343248489564,34.0402977191651,519,0.354508196721311,113,0.077185792349727,0.075095052062186,7.39949566937839,0.040973792216404,4.04617057190764,0.051746000780336,1464,-0.0298267479965821,0.00619187119384024,-0.0126893499762237,3.61888914132418e-06,0.00608356134904113,7.3161941446878e-17,39.448194844542,1.81787185215827e-17,-0.00184217850107168,-0.000515461925489888,-0.00314307272962247,0.696310286455674,0.774587158584851,0.0142211966377172,3.05090851857102,0.0475792600455591,-0.0241721880711551,-0.0204216860311711,0.00201236510483245,0.00780669389755652
"454","9001720A",-118.311846230189,34.0451442226415,782,0.383333333333333,116,0.056862745098039,0.06415147464318,8.49387230504826,0.019867620444864,4.15559382525625,0.060623781676413,2040,-0.0172604135113333,0.00215814013121563,-0.0109594745286993,0.00949616662354569,0.330120792775657,1.27684192408588e-12,26.0463323470559,7.25701754992005e-12,-0.0126909578504377,0.00310047022871866,-0.00456909047468348,0.00910564797490493,0.0833208278390935,0.000393803583967987,7.81498589583212,0.000418553431451693,-0.0272045958922521,-0.0389835730640995,0.00192282959502039,0.00689939140738531
"455","9001721A",-118.314431943713,34.0384265245509,924,0.408127208480565,85,0.037544169611307,0.0824096944538,7.75193426113709,0.027142457673352,3.94100473100914,0.08954707278481,2264,-0.0156297227376567,0.00159945450310955,-0.0110659473015799,0.0256115791942266,0.502891898479308,6.57202134399639e-12,24.1345714558559,4.64352111777862e-11,-0.0124892331299481,0.003100097176888,-0.00463274980957659,0.0120849197330799,0.101318883077486,0.000468375626324129,7.49303165515753,0.000575845627168957,-0.0286696573156599,-0.0448697251579428,0.002008720985496,0.007323003327805
"456","9001724A",-118.327132231884,34.0412014057971,746,0.349742147210502,112,0.052508204406939,0.103485434866533,6.73178586217986,0.041396670596287,4.1871246111337,0.124955926944503,2133,-0.0237170099761595,0.00417637024525434,-0.0119077431788328,0.000377283782426047,0.0684316001479423,1.77299394089177e-14,31.6193420900964,3.319463270127e-14,-0.00724089235615125,0.00130031749090798,-0.00392930699172883,0.136042198910611,0.479168261941236,0.00247682801929167,4.84185915573689,0.00800330990740844,-0.0265803743188104,-0.0342492399335884,0.00199426245239545,0.00746436748985266
"457","9001725A",-118.329917390244,34.0325958536585,684,0.511210762331839,36,0.026905829596413,0.045957618663705,7.52285464458224,0.007170041651544,4.23528846053571,0.033961808073483,1338,-0.0209586006556616,0.00321822103943946,-0.0120851126526951,0.00359186903225482,0.20498261071701,2.53500010108009e-13,28.0242167922456,1.0682337705081e-12,-0.00595284341396341,0.000838110610427645,-0.00390714545582876,0.229809843532737,0.668049363086558,0.00369090059743322,4.31678997191957,0.0134915776581974,-0.0281030976462392,-0.039001525859648,0.00211332747958867,0.00804627221162115
"458","9001730A",-118.24743,34.0529685339806,688,0.731137088204038,52,0.055260361317747,0.016378323072054,14.8893588954876,0.001724355463597,3.99226864176393,0.00887839433294,941,0.0115667020434217,-0.00539943065973602,-0.00663292224339137,0.0941427646974226,0.00691928603676557,1.9739325211505e-05,12.8501082002498,2.89534178831406e-06,-0.0222520077488286,0.00553976680746281,-0.00579764752847445,1.3968548409236e-06,0.000207856388252119,3.01742334117144e-06,17.9711880516485,1.89613232838464e-08,-0.0253599891999907,-0.0402094238990969,0.00176997951101611,0.0065416910612358
"459","9001732A",-118.261714170732,34.0498274308943,597,0.667039106145251,33,0.036871508379888,0.120266768342147,11.2705243144372,0.032829395507574,4.16492565897494,0.101382718514451,895,0.00784721514635496,-0.00471857332528593,-0.00735986094702556,0.244813367627342,0.020624627856414,2.4393250590136e-06,13.8976088342798,1.03260648238274e-06,-0.0220192985310091,0.00572686949713111,-0.00582044930971552,1.18776560997765e-06,0.00019708811805858,3.36512316159344e-06,17.9154299133794,2.00251404219326e-08,-0.0265843688856718,-0.0443697416703437,0.0017923073452632,0.00632777964048733
"460","9001738A",-118.30896281982,34.0508150792793,723,0.316134674245737,110,0.04809794490599,0.062301047993647,6.54022150379633,0.017407039795399,3.90232410066547,0.055098506170167,2287,-0.0177407688414199,0.0023229518994863,-0.0108107537718323,0.00566086759333609,0.266081991857556,5.08634135640124e-13,27.1270204263915,2.5461194897795e-12,-0.0128031013864117,0.00306910730665088,-0.00452862732776615,0.00742246961964885,0.0726733138101184,0.000337619334449536,8.07266757521854,0.000324260410644927,-0.0261290353847169,-0.0348145556103786,0.00185965406694234,0.00659448729626895
"461","9001739A",-118.292468630137,34.0365187054795,510,0.23876404494382,60,0.028089887640449,0.095580626070437,6.60141897163529,0.044918075703392,4.12263791230523,0.125372281832646,2136,-0.000919866762238603,-0.00281936191546699,-0.00913741732189659,0.896720769939524,0.233233977835117,3.46347447632233e-08,16.0730437194837,1.21837839118186e-07,-0.0198977404250819,0.00559891822366683,-0.00561393615128428,4.54806117653332e-05,0.00232638873035681,2.41850740074264e-05,13.6590082030603,1.30580591218272e-06,-0.0300988456416241,-0.0537210556609927,0.00197154424650235,0.00688795242040222
"462","9001741A",-118.30335365942,33.9431602137681,557,0.32919621749409,42,0.024822695035461,0.074223929513293,7.44999565473798,0.034597604976178,4.08020686452771,0.100732600732601,1692,0.0121372192877319,0.00379428431490734,0.0206386996834605,0.377819717937668,0.528725493134482,2.96289235768203e-14,29.5802959319881,2.37336184751261e-13,0.00213280516288884,-0.00237946269635703,-0.00245536202425596,0.787110703139761,0.550697070163398,0.173407504016928,1.1051586137354,0.33139998973287,-0.0113592418081003,0.0125709844233445,0.00320509240287617,0.0153031841471645
"463","9001742A",-118.302649897368,34.0443752842105,219,0.02328796256912,587,0.06242024670353,0.070604061307524,5.95436061330406,0.02227614023551,4.01551833045176,0.022530076558513,9404,-0.0116269738378517,0.000450917213993717,-0.0102959143886361,0.0860587870797674,0.839902886930756,5.06463328696836e-11,21.8710148556142,4.20328501582311e-10,-0.0159601236164905,0.00417749235784534,-0.0049823641839047,0.00102762588695546,0.0190712512498652,0.00011904691155538,10.2117828834652,3.90778744515059e-05,-0.0278912773002365,-0.0428286488734775,0.00190962485633796,0.00670688758126541
"464","9001747A",-118.317808170762,34.00939752457,778,0.621405750798722,31,0.024760383386581,0.034500058055194,10.0444011070951,0.01895088611654,4.28430811911522,0.027540532715692,1252,0.00966045937474956,-0.00740497356250737,-0.00956727276566875,0.263513910016727,0.0221185684375234,2.76197446366205e-06,13.7145205051477,1.23639733054398e-06,-0.00668542736192292,0.000877856650839281,-0.00475828053232178,0.219607610278968,0.712353938570526,0.00183439740472402,4.93517833212891,0.00729419049104026,-0.0357344512559988,-0.0605974593666207,0.00251934115512902,0.00956662539837408
"465","9001749A",-118.298200337815,34.0316900957983,669,0.408924205378973,74,0.045232273838631,0.130098781353428,7.28786161002741,0.053607216587666,4.21784127510461,0.156783468104223,1636,-0.00112860768373,-0.00290809553977711,-0.00941087111829592,0.877641594539359,0.245535525336575,3.58146310867593e-08,16.0029828506126,1.30507911737465e-07,-0.0188955788431377,0.00537032112706828,-0.00555881350617619,0.000164710922179808,0.00568825944123476,4.41945574281554e-05,12.2518366583333,5.22017470621759e-06,-0.0313026962647816,-0.0573071092533078,0.00205286425016989,0.00728272273891519
"466","9001750A",-118.289302092025,34.0318485010225,636,0.174437739989029,297,0.081459133296764,0.076679075097064,6.48209929833614,0.044835659538957,4.07730472800818,0.139087926069778,3646,0.00389773417089979,-0.00432046748345331,-0.00853939406814789,0.590222214447081,0.0772246544113716,5.68197171629092e-07,14.1854675310956,7.78006588179246e-07,-0.0209711536109775,0.00603845828920489,-0.00585170463936488,1.98769666570876e-05,0.00136388301881037,1.49306188918857e-05,14.625304815685,5.04891681793502e-07,-0.03115628616737,-0.0577183940146442,0.00201861450722646,0.0070562673991135
"467","9001751A",-118.292564358911,34.0263119653465,377,0.213840045377198,425,0.241066364152014,0.075325268811254,6.77582982124906,0.098560043093282,4.51451275923502,0.067452910232479,1763,0.00600202188646242,-0.00513522381220783,-0.00845019661234273,0.424855401317094,0.0481702226524894,1.88860816385468e-06,13.4081051439227,1.67151230721338e-06,-0.0204027824175912,0.0059556093534557,-0.00588676715823256,5.84601698410821e-05,0.00292619517195823,2.2475368118047e-05,13.5167023110327,1.50208129118079e-06,-0.0325895468271339,-0.0617625228725123,0.00210928636847177,0.00747911288836994
"468","9001752A",-118.300678708015,34.0272078454198,533,0.415432579890881,34,0.026500389711613,0.07214059671284,6.88752104392054,0.023011593347414,4.2006264633192,0.067787114845938,1283,0.000765279343941045,-0.00362290865233054,-0.00937608446627533,0.919508920615236,0.16875277184166,1.0482469888604e-07,15.2212607620025,2.81134593542909e-07,-0.0181270861562231,0.00517082213595186,-0.00556482342858596,0.000412550128073546,0.0109373918268446,6.32508046417076e-05,11.313499907307,1.3168586641801e-05,-0.0324520487743898,-0.060743895984684,0.00212813009840938,0.00764586618758762
"469","9001755A",-118.296457693694,34.0307986936937,719,0.630701754385965,14,0.012280701754386,0.055895736568214,9.82735010777938,0.024400070821703,4.43092987915282,0.048126512355486,1140,0.000549987630833533,-0.00342145295332006,-0.00918370296843868,0.940379815354472,0.173619726270603,9.15196165229681e-08,15.333326295859,2.51835975427633e-07,-0.0194073611311946,0.00555579363078789,-0.00564831606175126,0.00010799008123871,0.00430130984670913,3.495019112546e-05,12.734441669037,3.24471492508226e-06,-0.0315362158108193,-0.0582502250964677,0.00205899037450851,0.0072884450502597
"470","9001756A",-118.290782147945,34.0308790273973,818,0.566874566874567,46,0.031878031878032,0.120166627956439,9.98392933409937,0.016573338525619,3.88579621844708,0.1193519672423,1443,0.00373291151980498,-0.00431274906461697,-0.00861835266714409,0.608675161440049,0.0815273944221039,5.28210918995493e-07,14.2121467773542,7.57861796724016e-07,-0.0207760638670505,0.00600031781249101,-0.00583829359550689,2.69412457276525e-05,0.00167935524874528,1.72970841051024e-05,14.2876424568729,7.03642138639535e-07,-0.0314313146770059,-0.0584643388612409,0.00203677288562678,0.00714193690629942
"471","9001757A",-118.312333014894,34.023949387234,709,0.544546850998464,77,0.059139784946237,0.095448850564451,10.2430932187284,0.026047951342696,4.3390438164524,0.082356733359427,1302,-0.00353108753621151,-0.00249143354352461,-0.0103538576668896,0.651616357674394,0.370127350598398,9.20954668743938e-09,17.0692898305098,4.58693498413254e-08,-0.0129280383881361,0.0033318770814968,-0.00503562735182495,0.0131690357692125,0.115643249221919,0.000378331334137461,7.58851438656824,0.000523852386956919,-0.0327523537184756,-0.059530583858021,0.00222110036626747,0.00822151306840702
"472","9001760A",-118.273341269923,34.0358744858612,594,0.525663716814159,12,0.010619469026549,0.091064230825497,7.67143090160087,0.031463461694575,4.14457053479376,0.087833941956564,1130,0.00989768991293942,-0.00575396392987713,-0.00728310024978935,0.156035005768613,0.0113009218505538,1.21286995076049e-05,12.8763369609675,2.82150837773422e-06,-0.0225878826826957,0.00636214366673259,-0.00607574668104042,1.29570638172475e-06,0.000223128186803816,3.59153583150338e-06,17.7326148351537,2.39505061559259e-08,-0.0293929506973296,-0.0529016927464672,0.00192395525307546,0.00669521917336375
"473","9001762A",-118.267967746114,34.0381242901554,734,0.565921356977641,30,0.023130300693909,0.08566099787674,8.39412734402528,0.011586534359077,3.7290066770961,0.072995580808081,1297,0.0114292752878381,-0.0060537666900964,-0.00695931983372143,0.0971632359289603,0.00604151895325629,2.30942996233248e-05,12.8223745893012,2.97551648182097e-06,-0.0227409609117662,0.00630429812108532,-0.00608885395891661,6.94164887122509e-07,0.000148728060494532,2.56834409245557e-06,18.450859852206,1.18573706677987e-08,-0.0285923590909434,-0.0504751126596069,0.00188951225036681,0.00659725733067195
"474","9001764A",-118.274615675978,34.0450261173184,634,0.518397383483238,71,0.058053965658218,0.071460884788926,9.02791011067787,0.034946811635812,3.98446254286136,0.084038071462007,1223,0.00423344063579358,-0.00397996156405452,-0.00805195975487978,0.532019255090369,0.0623018329144567,3.94821263303039e-07,14.7219736080721,4.59133778840391e-07,-0.0214894331563298,0.00580487303425796,-0.00577844033380164,3.19037422656867e-06,0.000388377318226315,5.99355556623878e-06,16.7021494508822,6.57377281313794e-08,-0.0278917986801571,-0.0478386676262107,0.00184290361383657,0.00637881102092989
"475","9001765A",-118.287110361905,34.0402002285714,523,0.581111111111111,11,0.012222222222222,0.071485522433361,9.07349330812938,0.013671897822974,4.23615718192867,0.044554455445544,900,-8.73924738592806e-06,-0.00297330584443434,-0.00885245778292251,0.998994616685399,0.189911609584934,4.89306779720239e-08,15.8832138748949,1.46784101276382e-07,-0.0204113097013296,0.005659728741316,-0.00564689778816532,1.96031770409804e-05,0.00131063061038792,1.563612570935e-05,14.6179287211994,5.08565131895039e-07,-0.0291924699629644,-0.0510840705046491,0.00191583424318421,0.00664866601349183
"476","9001767A",-118.261599209026,34.0481766484561,842,0.647194465795542,45,0.034588777863182,0.117202501083507,10.6817791545903,0.017180068957586,4.0452097922876,0.097168222868514,1301,0.00882462433060998,-0.00501495374610741,-0.00722907470797282,0.191547032224261,0.0146554835895989,4.26305396744987e-06,13.658128614919,1.30693651991237e-06,-0.0221949811643573,0.00581982186266528,-0.00587189152706584,9.25313007041278e-07,0.000169191996279038,2.96978785769997e-06,18.1844733227347,1.5388613842389e-08,-0.0267745848436632,-0.0449690263492406,0.00180251168325632,0.00635789814384032
"477","9001768A",-118.310557585366,33.9798157398374,576,0.631578947368421,37,0.040570175438596,0.068423792975643,10.1162459738404,0.022548298049879,4.07881119123279,0.060796590550353,912,0.0501759334661692,-0.0214592453093963,0.000635619277464929,3.40412068375048e-06,2.28716200701506e-06,0.808706225627546,11.2766319262028,1.36564370221467e-05,-0.0098900517793383,0.00231524805263438,-0.00539505261326804,0.133039259890166,0.47838127398442,0.0022685993301466,4.92360775397324,0.00737857847696902,-0.0368791888670423,-0.0335043658073365,0.00314722775056512,0.0126133974156174
"478","9001769A",-118.295102205479,34.0327470068493,642,0.664596273291925,24,0.024844720496894,0.097103623084986,10.4418417876167,0.044318133778437,3.99495437994208,0.092025187321912,966,-4.09379974256555e-06,-0.0031961285139869,-0.00917045423536086,0.999549784785702,0.194017796564525,6.46590503013354e-08,15.59208347065,1.95335212933634e-07,-0.0196709568198271,0.00560794814690415,-0.00564442514061071,7.36360784155239e-05,0.00327771387583432,2.98944578106415e-05,13.136044830693,2.18483423396757e-06,-0.0310396218486023,-0.0567365872786744,0.00202752412460666,0.00713993354700378
"479","9001770A",-118.322789764706,34.0200082,1194,0.604863221884498,31,0.015704154002026,0.144826445609181,10.0747111865746,0.026403713308043,3.9210245992477,0.129799905310109,1974,-0.00585970106504597,-0.00196683431311358,-0.011129186231828,0.465825125300778,0.500461044926823,1.81156011424498e-09,18.5066443992046,1.12275525022368e-08,-0.00686102423806867,0.00106550555469838,-0.00440793382028383,0.18597995621598,0.622535609999142,0.00219104516814761,4.82474579307017,0.00814065174806531,-0.0323970506602387,-0.0540125154557999,0.00231493329692796,0.00878534460938581
"480","9001775A",-118.336074753086,34.0235898765432,555,0.513888888888889,21,0.019444444444444,0.016965452581599,9.00642064986196,0.034967611062311,3.97280145463229,0.009883198562444,1080,-0.0170364216474881,0.00174432013507598,-0.012365299683071,0.0275220851138076,0.534650449057193,2.51447485118507e-12,25.0713122637753,1.86917296098791e-11,-0.00193114493597844,-0.000698685277947137,-0.00356037618073973,0.700280580439202,0.735267015278563,0.0108445136442544,3.30804611188603,0.0368270643301865,-0.0287938868164147,-0.0371517196306848,0.00225774758743651,0.00876829759660518
"481","9001776A",-118.318494777778,34.0221826666667,502,0.6657824933687,15,0.019893899204244,-0.025479549444809,13.1723030998154,0.020226345801133,3.90602112245636,-0.034890010818608,754,-0.00558160174459069,-0.00194626660273979,-0.0108515654253113,0.481168291004348,0.494464506000599,2.60555243305999e-09,18.1514993088916,1.58933526326315e-08,-0.00929761876137715,0.00198479887736134,-0.00466172186040335,0.0738902178791483,0.353958974607045,0.00108477940536459,5.78654357355494,0.00313031700278498,-0.0325108945564473,-0.0565574538687788,0.00226791538237729,0.00852501374719797
"482","9001777A",-118.353347767857,34.0078546607143,469,0.58625,10,0.0125,0.078144623496113,8.82138104164989,0.018565015272075,4.15304142523309,0.08194099807003,800,-0.00522739549188425,-0.00295510112494593,-0.0127441723019399,0.544282735463002,0.370425854633322,1.42764873233435e-10,21.2225544826638,7.90932940282274e-10,0.00905399191092765,-0.00509470715811921,-0.00218353070505777,0.0876876524666883,0.0271846003481559,0.145152496594139,3.5085073275142,0.0301620724721554,-0.0253825098196149,-0.00731478128017,0.00250085188194837,0.0100704343530159
"483","9001779A",-118.308939455836,34.0232089274448,699,0.755675675675676,7,0.007567567567568,0.184519221557715,13.8195588586218,0.028220067673462,3.98692184157752,0.166666666666667,925,-0.000753520912257728,-0.00335756067601805,-0.00995589392144918,0.923484552931775,0.228164117517739,4.1552648618316e-08,15.9090445594085,1.43110038458245e-07,-0.0145833695646057,0.00394300299631388,-0.00524802112803879,0.00534559891178741,0.063790787369103,0.000223174567589996,8.57267482895036,0.000197643603016056,-0.0332240147757034,-0.0616878664833819,0.00222312015466902,0.00817468466233423
